"Tilda UID";Brand;SKU;Mark;Category;Title;Description;Text;Photo;Price;Quantity;"Price Old";Editions;Modifications;"External ID";"Parent UID";Weight;Length;Width;Height
662693320542;"ТД РУССтанкоСбыт";KOLZUBPERBABK.164_164_02_177;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Валик колесо зубчатое 164_02_177 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 164_02_177.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;32370.00;4;;;Параметр1:Кулачки;mSOv5lS5u3VBzUJzXHzp;;0;0;0;0
673518051782;"ТД РУССтанкоСбыт";KOLZUBPERBABK.165_165_02_410;;"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Валик колесо зубчатое 165_02_410 (Шпиндельная бабка)";;"Запасная часть узла шпиндельной бабки; код 165_02_410.";https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg;99600.00;2;;;Параметр1:Кулачки;M3rhK3936bff8Z5deoH0;;0;0;0;0
406096874312;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.200;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";2uTkiyoJif9hRkn6nhjm;;0;0;0;0
547024831522;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.294;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";t2pSt95n4ltobaahAnUU;;0;0;0;0
924240800092;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.370;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";JSSOvDryj6TUZsNUCVX1;;0;0;0;0
851703088792;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.199;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.21.199";"Вал I (1-ой оси)<br />1М63.21.199<br /><br />";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";SIbUAHg0dyzHXpYG6Jny;;0;0;0;0
663399709842;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.170;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси) 1М63.02.170";"Вал II (2-ой оси)<br />1М63.02.170<br /><br />";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";7Rd4tETP2VD8MkA65su7;;0;0;0;0
113313495782;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.171;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";MFEk4La4V7fIdsIl5Tuy;;0;0;0;0
873492828682;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.172;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";05HvxeXnhYxnV08kaeO3;;0;0;0;0
695818927222;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.331;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";e4p7Mat92jomyOkPRXyu;;0;0;0;0
801235124172;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.228;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";8EOOvS3lfgdbB6M3r7ov;;0;0;0;0
657643509252;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.20.187;"Станки&gt;&gt;&gt;Станки токарные""";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.20.187";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.20.187. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1.00;;;;;kguB8A08pHI5KsR9uYyh;;0;0;0;0
526737120482;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.215;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.215";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.215. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";mpYGEnSkLOljF1j8A5PH;;0;0;0;0
763418916502;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.216;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.216";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.216. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";fuj0H4pdvrP5jYUYe37E;;0;0;0;0
686620970632;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.217;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.217";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.217. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";0asg8PL7yuzDZTILuhOP;;0;0;0;0
246918312592;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.368;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.368";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.368. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";Li2IfNRF8cGFMhPSgFp3;;0;0;0;0
601189338292;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63B.20.185;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63Б.20.185";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63Б.20.185. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";dpDn4ChdxF0K58ctpmfD;;0;0;0;0
362936523852;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63B.20.186;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63Б.20.186";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63Б.20.186. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";sPNeXosoo8cDLNCoPjrJ;;0;0;0;0
496934741402;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.353;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси) 1М63.02.353";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси), чертеж 1М63.02.353. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";jHAkzbNEkECrI6TKaCSL;;0;0;0;0
449994838232;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.395;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси) 1М63.21.395";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси), чертеж 1М63.21.395. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";PHSzFK4kvr8EtgsFENak;;0;0;0;0
480368522572;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63B.20.189;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси) 1М63Б.20.189";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси), чертеж 1М63Б.20.189. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";ayFvbhRPhprVY8gj9bbz;;0;0;0;0
515608244812;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.02.210;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IX (9-ой оси) 1М63.02.210";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IX (9-ой оси), чертеж 1М63.02.210. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";RT3pIBbvTmBvI3hlTk5k;;0;0;0;0
849963967712;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63.21.158;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси) 1М63.21.158";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси), чертеж 1М63.21.158. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";SOnT5UOhunS0P0ekYDSK;;0;0;0;0
602813574472;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63N.20.187;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси) 1М63Н.20.187";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси), чертеж 1М63Н.20.187. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";IPn71ChoDNiCKFInt5LS;;0;0;0;0
751790549922;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.1M63N.20.188;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси) 1М63Н.20.188";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси), чертеж 1М63Н.20.188. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";86I6y1ikxjta1pdTNDOR;;0;0;0;0
490677947692;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.UO5.20.159;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.159";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.159. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";RempTrOfljRFKVIDmb1a;;0;0;0;0
636819126932;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.UO5.20.160;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.160";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.160. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";aPbZnrYBZXk0Gpr3gUmT;;0;0;0;0
383201547452;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.UO5.20.162;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.162";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.162. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";5nMKb4XFzEP5O2YHrO6T;;0;0;0;0
676624962282;"ТД РУССтанкоСбыт";VALSPINDEL.BABKI.UO5.20.163;;"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.163";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.163. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";;https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg;;1;;;"Параметр1:Станки токарные";69A3VvmiRiK8BxFRLSg2;;0;0;0;0
