ID,Title,SKU,Type,Brand,Category_Path,Price,Currency,Compatible_SKUs,Short_Description,Full_Description,Weight_KG,Power_KW,Dimensions_MM,Voltage_V,Main_Photo,Gallery_Photos,Status
KOLZUBPERBABK.16К30_16К30_40_161,"Колесо зубчатое 16К30_40_161 (Каретка суппорта, модель 16К30)",KOLZUBPERBABK.16К30_16К30_40_161,spare,РУССтанкоСбыт,Комплектующие к станкам;Узлы токарных станков>>>Каретки,8300.0,RUB,16К20,"Колесо зубчатое узла каретка суппорта; код 16К30_40_161; модель 16К30.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ500","Колесо зубчатое узла каретка суппорта; код 16К30_40_161; модель 16К30.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К30_16К30_70_151,"Колесо зубчатое 16К30_70_151 (Коробка подач, модель универсальная)",KOLZUBPERBABK.16К30_16К30_70_151,spare,РУССтанкоСбыт,Комплектующие к станкам;Узлы токарных станков>>>Коробки подач,19920.0,RUB,16К20,"Колесо зубчатое узла коробки подач; код 16К30_70_151; модель универсальная.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, ","Колесо зубчатое узла коробки подач; код 16К30_70_151; модель универсальная.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К30_16К30_70_152,"Колесо зубчатое 16К30_70_152 (Коробка подач, модель универсальная)",KOLZUBPERBABK.16К30_16К30_70_152,spare,РУССтанкоСбыт,Комплектующие к станкам;Узлы токарных станков>>>Коробки подач,14940.0,RUB,16К20,"Колесо зубчатое узла коробки подач; код 16К30_70_152; модель универсальная.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, ","Колесо зубчатое узла коробки подач; код 16К30_70_152; модель универсальная.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К30_20_153,Колесо зубчатое 16К30_20_153 (Шпиндельная бабка),KOLZUBPERBABK.16К30_20_153,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,43160.0,RUB,16К20,"Зубчатое колесо узла шпиндельной бабки; код 16К30_20_153.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, ","Зубчатое колесо узла шпиндельной бабки; код 16К30_20_153.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К40_16К40_41_152,"Колесо зубчатое 16К40_41_152 (Каретка суппорта, модель 16К40)",KOLZUBPERBABK.16К40_16К40_41_152,spare,РУССтанкоСбыт,Комплектующие к станкам;Узлы токарных станков>>>Каретки,11620.0,RUB,16К20,"Колесо зубчатое узла каретка суппорта; код 16К40_41_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ500","Колесо зубчатое узла каретка суппорта; код 16К40_41_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К40_16К40_51_152,"Колесо зубчатое 16К40_51_152 (Каретка суппорта, модель 16К40)",KOLZUBPERBABK.16К40_16К40_51_152,spare,РУССтанкоСбыт,Комплектующие к станкам;Узлы токарных станков>>>Каретки,12450.0,RUB,16К20,"Колесо зубчатое узла каретка суппорта; код 16К40_51_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ500","Колесо зубчатое узла каретка суппорта; код 16К40_51_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К40_16К40_51_156,"Колесо зубчатое 16К40_51_156 (Каретка суппорта, модель 16К40)",KOLZUBPERBABK.16К40_16К40_51_156,spare,РУССтанкоСбыт,Комплектующие к станкам;Узлы токарных станков>>>Каретки,10790.0,RUB,16К20,"Колесо зубчатое узла каретка суппорта; код 16К40_51_156; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ500","Колесо зубчатое узла каретка суппорта; код 16К40_51_156; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К40_21_152,Колесо зубчатое 16К40_21_152 (Шпиндельная бабка),KOLZUBPERBABK.16К40_21_152,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,12450.0,RUB,16К20,"Зубчатое колесо узла передней бабки; код 16К40_21_152.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ3","Зубчатое колесо узла передней бабки; код 16К40_21_152.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.16К40_21_153,Колесо зубчатое 16К40_21_153 (Шпиндельная бабка),KOLZUBPERBABK.16К40_21_153,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,9130.0,RUB,16К20,"Зубчатое колесо узла передней бабки; код 16К40_21_153.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ3","Зубчатое колесо узла передней бабки; код 16К40_21_153.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_348,Колесо зубчатое 1А64_02_348 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_348,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,19090.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_348.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_348.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_349,Колесо зубчатое 1А64_02_349 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_349,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,25730.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_349.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_349.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_381,Колесо зубчатое 1А64_02_381 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_381,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,19920.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_381.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_381.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_832,Колесо зубчатое 1А64_02_832 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_832,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,27390.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_832.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_832.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_841,Колесо зубчатое 1А64_02_841 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_841,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,16600.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_841.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_841.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_842,Колесо зубчатое 1А64_02_842 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_842,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,21580.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_842.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_842.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_848,Колесо зубчатое 1А64_02_848 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_848,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,26560.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_848.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_848.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_850,Колесо зубчатое 1А64_02_850 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_850,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,28220.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_850.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_850.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_851,Колесо зубчатое 1А64_02_851 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_851,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,56440.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_851.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_851.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_853,Колесо зубчатое 1А64_02_853 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_853,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,26560.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_853.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_853.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
KOLZUBPERBABK.1А64_02_861,Колесо зубчатое 1А64_02_861 (Шпиндельная бабка),KOLZUBPERBABK.1А64_02_861,spare,РУССтанкоСбыт,Комплектующие к станкам;Комплектующие к узлам токарных станков>>>Шпинделя;Узлы токарных станков>>>Шпиндельные бабки,19090.0,RUB,16К20,"Запасная часть узла шпиндельной бабки; код 1А64_02_861.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ","Запасная часть узла шпиндельной бабки; код 1А64_02_861.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",,,,,https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,,published
