"Tilda UID";"Brand";"SKU";"Mark";"Category";"Title";"Description";"Text";"Photo";"Price";"Quantity";"Price Old";"Editions";"Modifications";"External ID";"Parent UID";"Weight";"Length";"Width";"Height";"Параметр1"
"322429149162";"ТД РУССтанкоСбыт";"164_02_177";"";"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Валик колесо зубчатое 164_02_177 (Шпиндельная бабка)";"";"Запасная часть узла шпиндельной бабки; код 164_02_177.";"https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg";"32370.00";"4";"";"";"";"mSOv5lS5u3VBzUJzXHzp";"";"0";"0";"0";"0";"Кулачки"
"504360306162";"ТД РУССтанкоСбыт";"165_02_410";"";"Комплектующие к узлам токарных станков;Комплектующие к узлам токарных станков>>>Кулачки";"Валик колесо зубчатое 165_02_410 (Шпиндельная бабка)";"";"Запасная часть узла шпиндельной бабки; код 165_02_410.";"https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg";"99600.00";"2";"";"";"";"M3rhK3936bff8Z5deoH0";"";"0";"0";"0";"0";"Кулачки"
"252364447192";"ТД РУССтанкоСбыт";"VAL_1М63.21.200";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63 21.200";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"2uTkiyoJif9hRkn6nhjm";"";"0";"0";"0";"0";"Станки токарные"
"809600909282";"ТД РУССтанкоСбыт";"VAL_1М63.02.294";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.294";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"t2pSt95n4ltobaahAnUU";"";"0";"0";"0";"0";"Станки токарные"
"127528293912";"ТД РУССтанкоСбыт";"VAL_1М63.02.370";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.02.370";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"JSSOvDryj6TUZsNUCVX1";"";"0";"0";"0";"0";"Станки токарные"
"741986505052";"ТД РУССтанкоСбыт";"VAL_1М63.21.199";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал I (1-ой оси) 1М63.21.199";"Вал I (1-ой оси)<br />1М63.21.199<br /><br />";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"SIbUAHg0dyzHXpYG6Jny";"";"0";"0";"0";"0";"Станки токарные"
"552324163602";"ТД РУССтанкоСбыт";"VAL_1М63.02.170";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси) 1М63.02.170";"Вал II (2-ой оси)<br />1М63.02.170<br /><br />";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"7Rd4tETP2VD8MkA65su7";"";"0";"0";"0";"0";"Станки токарные"
"567271959492";"ТД РУССтанкоСбыт";"AUTO-0031";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.171";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"MFEk4La4V7fIdsIl5Tuy";"";"0";"0";"0";"0";"Станки токарные"
"361934703282";"ТД РУССтанкоСбыт";"1М63.02.172";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.172";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"05HvxeXnhYxnV08kaeO3";"";"0";"0";"0";"0";"Станки токарные"
"318498034572";"ТД РУССтанкоСбыт";"AUTO-0032";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.02.331";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"e4p7Mat92jomyOkPRXyu";"";"0";"0";"0";"0";"Станки токарные"
"252620393222";"ТД РУССтанкоСбыт";"AUTO-0030";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал II (2-ой оси)1М63.21.228";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"8EOOvS3lfgdbB6M3r7ov";"";"0";"0";"0";"0";"Станки токарные"
"436485367462";"ТД РУССтанкоСбыт";"
;"";Станки";"Станки>>>Станки токарные""";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.20.187";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.20.187. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"LO9cpGXp7lyRkzPNtvYX";"";"0";"0";"0";"0";"Станки токарные";""
"441790866892";"ТД РУССтанкоСбыт";"1М63.21.215";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.215";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.215. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"mpYGEnSkLOljF1j8A5PH";"";"0";"0";"0";"0";"Станки токарные"
"312414835002";"ТД РУССтанкоСбыт";"1М63.21.216";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.216";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.216. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"fuj0H4pdvrP5jYUYe37E";"";"0";"0";"0";"0";"Станки токарные"
"335825176182";"ТД РУССтанкоСбыт";"1М63.21.217";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.217";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.217. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"0asg8PL7yuzDZTILuhOP";"";"0";"0";"0";"0";"Станки токарные"
"142945459392";"ТД РУССтанкоСбыт";"1М63.21.368";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63.21.368";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63.21.368. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"Li2IfNRF8cGFMhPSgFp3";"";"0";"0";"0";"0";"Станки токарные"
"769709168272";"ТД РУССтанкоСбыт";"1М63Б.20.185";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63Б.20.185";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63Б.20.185. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"dpDn4ChdxF0K58ctpmfD";"";"0";"0";"0";"0";"Станки токарные"
"516860647042";"ТД РУССтанкоСбыт";"1М63Б.20.186";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси) 1М63Б.20.186";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал III (3-ой оси), чертеж 1М63Б.20.186. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"sPNeXosoo8cDLNCoPjrJ";"";"0";"0";"0";"0";"Станки токарные"
"954997576962";"ТД РУССтанкоСбыт";"1М63.02.353";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси) 1М63.02.353";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси), чертеж 1М63.02.353. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"jHAkzbNEkECrI6TKaCSL";"";"0";"0";"0";"0";"Станки токарные"
"150646682022";"ТД РУССтанкоСбыт";"1М63.21.395";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси) 1М63.21.395";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси), чертеж 1М63.21.395. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"PHSzFK4kvr8EtgsFENak";"";"0";"0";"0";"0";"Станки токарные"
"970802682022";"ТД РУССтанкоСбыт";"1М63Б.20.189";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси) 1М63Б.20.189";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IV (4-ой оси), чертеж 1М63Б.20.189. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"ayFvbhRPhprVY8gj9bbz";"";"0";"0";"0";"0";"Станки токарные"
"529298415812";"ТД РУССтанкоСбыт";"1М63.02.210";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал IX (9-ой оси) 1М63.02.210";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал IX (9-ой оси), чертеж 1М63.02.210. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"RT3pIBbvTmBvI3hlTk5k";"";"0";"0";"0";"0";"Станки токарные"
"865390455782";"ТД РУССтанкоСбыт";"1М63.21.158";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси) 1М63.21.158";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси), чертеж 1М63.21.158. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"SOnT5UOhunS0P0ekYDSK";"";"0";"0";"0";"0";"Станки токарные"
"707749436472";"ТД РУССтанкоСбыт";"1М63Н.20.187";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси) 1М63Н.20.187";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси), чертеж 1М63Н.20.187. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"IPn71ChoDNiCKFInt5LS";"";"0";"0";"0";"0";"Станки токарные"
"399175323802";"ТД РУССтанкоСбыт";"1М63Н.20.188";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси) 1М63Н.20.188";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал V (5-ой оси), чертеж 1М63Н.20.188. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"86I6y1ikxjta1pdTNDOR";"";"0";"0";"0";"0";"Станки токарные"
"871603444542";"ТД РУССтанкоСбыт";"Уо5.20.159";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.159";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.159. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"RempTrOfljRFKVIDmb1a";"";"0";"0";"0";"0";"Станки токарные"
"960296485202";"ТД РУССтанкоСбыт";"Уо5.20.160";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.160";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.160. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"aPbZnrYBZXk0Gpr3gUmT";"";"0";"0";"0";"0";"Станки токарные"
"166851625002";"ТД РУССтанкоСбыт";"Уо5.20.162";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.162";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.162. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"5nMKb4XFzEP5O2YHrO6T";"";"0";"0";"0";"0";"Станки токарные"
"187996206312";"ТД РУССтанкоСбыт";"Уо5.20.163";"";"Станки;Станки>>>Станки токарные";"Валы шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси) Уо5.20.163";"Вал шпиндельной бабки 1М63, 16К40, 16М30 Вал VI (6-ой оси), чертеж Уо5.20.163. Используется в шпиндельной бабке модификаций станка ДИП-300. Нужный вал подбирается по запросу; в ответ высылается кинематическая схема шпиндельной бабки ДИП-300 и её модификаций.";"";"https://static.tildacdn.com/tild3563-6666-4232-b637-363635356662/photo_2025-10-20_17-.jpg";"По запросу";"1";"";"";"";"69A3VvmiRiK8BxFRLSg2";"";"0";"0";"0";"0";"Станки токарные"
