Tilda UID,Brand,SKU,Offers ID,Mark,Category,Title,Description,Text,Photo,Price,Quantity,Price Old,Editions,Modifications,External ID,Parent UID,Weight,Length,Width,Height,Url,Tabs:1,meta_title,meta_description
KOLZUBPERBABK.16К40_21_152,ТД РУССтанкоСбыт,KOLZUBPERBABK.16К40_21_152,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 16К40_21_152 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 16К40_21_152.,"Зубчатое колесо узла передней бабки; код 16К40_21_152.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,12450,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 16К40_21_152 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Зубчатое колесо узла передней бабки; код 16К40_21_152.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02,..."
KOLZUBPERBABK.16К40_21_153,ТД РУССтанкоСбыт,KOLZUBPERBABK.16К40_21_153,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 16К40_21_153 (Шпиндельная бабка),Зубчатое колесо узла передней бабки; код 16К40_21_153.,"Зубчатое колесо узла передней бабки; код 16К40_21_153.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,9130,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 16К40_21_153 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Зубчатое колесо узла передней бабки; код 16К40_21_153.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02,..."
KOLZUBPERBABK.16К40_16К40_41_152,ТД РУССтанкоСбыт,KOLZUBPERBABK.16К40_16К40_41_152,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,"Колесо зубчатое 16К40_41_152 (Каретка суппорта, модель 16К40)",Колесо зубчатое узла каретка суппорта; код 16К40_41_152; модель 16К40.,"Колесо зубчатое узла каретка суппорта; код 16К40_41_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,11620,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Колесо зубчатое 16К40_41_152 (Каретка суппорта,... | ТД РУССтанкоСбыт","Колесо зубчатое узла каретка суппорта; код 16К40_41_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
KOLZUBPERBABK.16К40_16К40_51_152,ТД РУССтанкоСбыт,KOLZUBPERBABK.16К40_16К40_51_152,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,"Колесо зубчатое 16К40_51_152 (Каретка суппорта, модель 16К40)",Колесо зубчатое узла каретка суппорта; код 16К40_51_152; модель 16К40.,"Колесо зубчатое узла каретка суппорта; код 16К40_51_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,12450,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Колесо зубчатое 16К40_51_152 (Каретка суппорта,... | ТД РУССтанкоСбыт","Колесо зубчатое узла каретка суппорта; код 16К40_51_152; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
KOLZUBPERBABK.16К40_16К40_51_156,ТД РУССтанкоСбыт,KOLZUBPERBABK.16К40_16К40_51_156,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,"Колесо зубчатое 16К40_51_156 (Каретка суппорта, модель 16К40)",Колесо зубчатое узла каретка суппорта; код 16К40_51_156; модель 16К40.,"Колесо зубчатое узла каретка суппорта; код 16К40_51_156; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,10790,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20","Колесо зубчатое 16К40_51_156 (Каретка суппорта,... | ТД РУССтанкоСбыт","Колесо зубчатое узла каретка суппорта; код 16К40_51_156; модель 16К40.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004,..."
KOLZUBPERBABK.1А64_02_348,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_348,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_348 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_348.,"Запасная часть узла шпиндельной бабки; код 1А64_02_348.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,19090,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_348 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_348.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_349,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_349,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_349 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_349.,"Запасная часть узла шпиндельной бабки; код 1А64_02_349.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,25730,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_349 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_349.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_381,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_381,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_381 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_381.,"Запасная часть узла шпиндельной бабки; код 1А64_02_381.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,19920,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_381 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_381.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_832,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_832,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_832 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_832.,"Запасная часть узла шпиндельной бабки; код 1А64_02_832.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,27390,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_832 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_832.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_841,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_841,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_841 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_841.,"Запасная часть узла шпиндельной бабки; код 1А64_02_841.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,16600,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_841 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_841.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_842,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_842,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_842 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_842.,"Запасная часть узла шпиндельной бабки; код 1А64_02_842.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,21580,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_842 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_842.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_848,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_848,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_848 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_848.,"Запасная часть узла шпиндельной бабки; код 1А64_02_848.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,26560,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_848 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_848.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_850,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_850,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_850 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_850.,"Запасная часть узла шпиндельной бабки; код 1А64_02_850.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,28220,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_850 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_850.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_851,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_851,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_851 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_851.,"Запасная часть узла шпиндельной бабки; код 1А64_02_851.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,56440,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_851 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_851.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_853,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_853,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_853 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_853.,"Запасная часть узла шпиндельной бабки; код 1А64_02_853.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,26560,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_853 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_853.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
KOLZUBPERBABK.1А64_02_861,ТД РУССтанкоСбыт,KOLZUBPERBABK.1А64_02_861,,Комплектующие к узлам токарных станков,Комплектующие к узлам токарных станков>>>Кулачки,Колесо зубчатое 1А64_02_861 (Шпиндельная бабка),Запасная часть узла шпиндельной бабки; код 1А64_02_861.,"Запасная часть узла шпиндельной бабки; код 1А64_02_861.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01, РТ301.02, РТ301, РТ917, 16К20, 16К40, 16Р25, 1М63Н, 1М63, 163, ДИП-300, ДИП300, 1Н65, 165, 1М65, ДИП-500, ДИП500, РТ117, РТ817, 1А983, 1Н983, РТ783, шестерни, резцовый блок, коробки подач, ШВП, валы, шпиндельные бабки, задние бабки, винты, рейки, каретка, суппорт, муфты обгонные, гайки маточные, гайки, фрикцион, диски, колеса конические, колеса зубчатые, червячные пары, фрикционные муфты, патроны, кулачки, венцы, ползушки, сухари, револьверные головки, ремонт",https://static.tildacdn.com/stor6535-3263-4739-a633-656162663564/9ccd5bf24410bd9dfaa9c7a5b0184fed.jpg,19090,,,,,,,,,,,,"Характеристики
Совместимость: 16М30;1Н983;755Ф3;16Р25;1Н65;1А64;16К40;1М63;1А983;16К20;779Ф3;1М65;16А20",Колесо зубчатое 1А64_02_861 (Шпиндельная бабка) | ТД РУССтанкоСбыт,"Запасная часть узла шпиндельной бабки; код 1А64_02_861.Смотрите также:16М30Ф3, 16А20Ф3, РТ755Ф3, РТ305М, РТ779Ф3, РТ5001, РТ5003, РТ5004, РТ301.01,..."
